id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,English,Japanese,Fragment,conjugation,きく,ききました,listened(p),ききました,kiki mashita,listened(p)
,English,Japanese,Fragment,conjugation,きく,ききませんでした,not listened(p),ききませんでした,kiki masen deshita,not listened(p)
,English,Japanese,Fragment,conjugation,きく,きいている,listening,きいている,ki-te i ru,listening
,English,Japanese,Fragment,conjugation,きく,きいていない,not listening,きいていない,ki-te i nai,not listening
,English,Japanese,Fragment,conjugation,きく,きいていた,was litening,きいていた,ki-te i ta,was litening
,English,Japanese,Fragment,conjugation,きく,きいていなかった,was not listening,きいていなかった,ki-te i nakatta,was not listening
,English,Japanese,Fragment,conjugation,きく,きいています,listening(p),きいています,ki-te i masu,listening(p)
,English,Japanese,Fragment,conjugation,きく,きいていません,not listening(p),きいていません,ki-te i masen,not listening(p)
,English,Japanese,Fragment,conjugation,きく,きいていました,was litening(p),きいていました,ki-te i mashita,was litening(p)
,English,Japanese,Fragment,conjugation,きく,きいていませんでした,was not listening(p),きいていませんでした,ki-te i masen deshita,was not listening(p)
,,,,,,,,,,1
,English,Japanese,Fragment,conjugation,描く,描く,draw,描く,kaku,draw
,English,Japanese,Fragment,conjugation,描く,描かない,not draw,描かない,kaka nai,not draw
,English,Japanese,Fragment,conjugation,描く,描いた,drew,描いた,kai ta,drew
,English,Japanese,Fragment,conjugation,描く,描かなかった,not drrew,描かなかった,kaka nakatta,not drrew
,English,Japanese,Fragment,conjugation,描く,描きます,draw(p),描きます,kaki masu,draw(p)
,English,Japanese,Fragment,conjugation,描く,描きません,not draw(p),描きません,kaki masen,not draw(p)
,English,Japanese,Fragment,conjugation,描く,描きました,drew(p),描きました,kaki mashita,drew(p)
,English,Japanese,Fragment,conjugation,描く,描きませんでした,not drrew(p),描きませんでした,kaki masen deshita,not drrew(p)
,English,Japanese,Fragment,conjugation,描く,描いている,drawing,描いている,kaite i ru,drawing
,English,Japanese,Fragment,conjugation,描く,描いていない,not drawing,描いていない,kaite i nai,not drawing
,English,Japanese,Fragment,conjugation,描く,描いていた,was drawing,描いていた,kaite i ta,was drawing
,English,Japanese,Fragment,conjugation,描く,描いていなかった,was not drawing,描いていなかった,kaite i nakatta,was not drawing
,English,Japanese,Fragment,conjugation,描く,描いています,drawing(p),描いています,kaite i masu,drawing(p)
,English,Japanese,Fragment,conjugation,描く,描いていません,not drawing(p),描いていません,kaite i masen ,not drawing(p)
,English,Japanese,Fragment,conjugation,描く,描いていました,was drawing(p),描いていました,kaite i mashita,was drawing(p)
